table_name,column_name,datatype,arraysize,xtype,size,description,utype,unit,ucd,indexed,principal,std,column_index,format
ps,sy_tmagstr,char,200.0,,200.0,TESS Magnitude,,mag,,0,0,0,317,200s
ps,pl_controv_flag,int,,,,Controversial Flag,,,,0,1,0,318,16d
ps,pl_tsystemref,char,14.0,,14.0,Time Reference Frame and Standard,,,,0,0,0,319,14s
ps,st_metratio,char,15.0,,15.0,Stellar Metallicity Ratio,,,,0,1,0,320,15s
ps,st_spectype,char,25.0,,25.0,Spectral Type,,,,0,1,0,321,25s
ps,sy_kepmag,double,,,,Kepler Magnitude,,mag,,0,0,0,322,6.3f
ps,sy_kepmagerr1,double,,,,Kepler Magnitude Upper Unc,,mag,,0,0,0,323,6.3f
ps,sy_kepmagerr2,double,,,,Kepler Magnitude Lower Unc,,mag,,0,0,0,324,6.3f
ps,sy_kepmagstr,char,200.0,,200.0,Kepler Magnitude,,mag,,0,0,0,325,200s
ps,st_rotp,double,,,,Stellar Rotational Period [day],,day,,0,0,0,326,8.2f
ps,st_rotperr1,double,,,,Stellar Rotational Period [day] Upper Unc.,,day,,0,0,0,327,8.2f
ps,st_rotperr2,double,,,,Stellar Rotational Period [day] Lower Unc.,,day,,0,0,0,328,8.2f
ps,st_rotplim,int,,,,Stellar Rotational Period Limit Flag,,,,0,0,0,329,11d
ps,st_rotpstr,char,200.0,,200.0,Stellar Rotational Period [day],,day,,0,0,0,330,200s
ps,pl_projobliq,double,,,,Projected Obliquity [deg],,deg,,0,0,0,331,6.2f
ps,pl_projobliqerr1,double,,,,Projected Obliquity Upper Unc. [deg],,deg,,0,0,0,332,6.2f
ps,pl_projobliqerr2,double,,,,Projected Obliquity Lower Unc. [deg],,deg,,0,0,0,333,6.2f
ps,pl_projobliqlim,int,,,,Projected Obliquity Limit Flag,,,,0,0,0,334,16d
ps,pl_projobliqstr,char,200.0,,200.0,Projected Obliquity [deg],,deg,,0,0,0,335,200s
ps,x,double,,,,Spatial Coordinate X,,,,0,0,0,336,20.17f
ps,pl_trueobliq,double,,,,True Obliquity [deg],,deg,,0,0,0,337,6.2f
ps,pl_trueobliqerr1,double,,,,True Obliquity Upper Unc. [deg],,deg,,0,0,0,338,6.2f
ps,y,double,,,,Spatial Coordinate Y,,,,0,0,0,339,20.17f
ps,z,double,,,,Spatial Coordinate Z,,,,0,0,0,340,20.17f
ps,pl_trueobliqerr2,double,,,,True Obliquity Lower Unc. [deg],,deg,,0,0,0,341,6.2f
ps,htm20,int,,,,Spatial Index,,,,0,0,0,342,20d
ps,pl_trueobliqlim,int,,,,True Obliquity Limit Flag,,,,0,0,0,343,16d
ps,gaia_id,char,30.0,,30.0,GAIA ID,,,,0,0,0,344,30s
ps,cb_flag,int,,,,Circumbinary Flag,,,,0,0,0,345,9d
ps,pl_trueobliqstr,char,200.0,,200.0,True Obliquity [deg],,deg,,0,0,0,346,200s
ps,sy_icmag,double,,,,I (Cousins) Magnitude,,mag,,0,0,0,347,8.3f
ps,sy_icmagerr1,double,,,,I (Cousins) Magnitude Upper Unc,,mag,,0,0,0,348,8.3f
ps,sy_icmagerr2,double,,,,I (Cousins) Magnitude Lower Unc,,mag,,0,0,0,349,8.3f
ps,sy_icmagstr,char,200.0,,200.0,I (Cousins) Magnitude,,mag,,0,0,0,350,200s
ps,rowupdate,char,20.0,,20.0,Date of Last Update,,,,0,1,0,351,20s
ps,pl_pubdate,char,20.0,,20.0,Planetary Parameter Reference Publication Date,,,,0,1,0,352,20s
ps,releasedate,char,20.0,,20.0,Release Date,,,,0,1,0,353,20s
ps,dkin_flag,int,,,,Detected by Disk Kinematics,,,,0,0,0,354,9d
