sy_name,sy_snum,sy_pnum,cb_flag,st_rad
Kepler-1794,1,1,0,0.73
HD 75302,1,1,0,
Kepler-1574,1,1,0,0.84
Kepler-1031,1,1,0,0.99
Kepler-1304,1,1,0,0.82
HD 30856,2,1,0,
Kepler-327,1,3,0,0.53
Kepler-1344,1,1,0,1.13
HD 102365,2,1,0,
alf Cen,3,1,0,
KMT-2022-BLG-1013L,1,1,0,
OGLE-2017-BLG-1806L,1,1,0,
TOI-1442,1,1,0,0.31
Kepler-777,1,1,0,0.64
KMT-2021-BLG-0192L,1,1,0,
Kepler-330,1,2,0,0.74
Kepler-110,1,2,0,1.63
HD 195019,2,1,0,1.47
Kepler-324,1,4,0,0.76
Kepler-172,1,4,0,1.09
alf Cen,3,1,0,
HD 148156,1,1,0,1.21
KMT-2019-BLG-0298L,1,1,0,
Kepler-1451,1,1,0,0.68
Kepler-132,2,4,0,1.03
Kepler-945,1,1,0,0.61
OGLE-2016-BLG-0613L,2,1,1,
OGLE-2012-BLG-0358L,1,1,0,
OGLE-2018-BLG-0799L,1,1,0,
Kepler-1509,1,1,0,1.59
Kepler-405,1,2,0,0.83
KMT-2018-BLG-2602L,1,1,0,
Kepler-295,1,3,0,
Kepler-21,2,1,0,1.86
Kepler-805,1,1,0,1.59
Kepler-132,2,4,0,1.1
OGLE-2017-BLG-1806L,1,1,0,
Kepler-1804,1,1,0,1.33
Kepler-1653,1,1,0,0.7
Kepler-190,1,2,0,0.77
Kepler-1544,1,1,0,0.71
Kepler-938,1,1,0,0.83
Kepler-367,1,2,0,0.65
Kepler-1689,1,1,0,1.0
HD 190007,1,1,0,
Kepler-132,2,4,0,
Kepler-636,2,1,0,0.51
Kepler-352,1,3,0,0.7
Kepler-1892,1,1,0,0.82
HD 40979,3,1,0,
Kepler-932,1,1,0,1.71
Kepler-903,1,2,0,
HD 66428,1,2,0,
alf Cen,3,1,0,
OGLE-2018-BLG-0799L,1,1,0,
Kepler-1397,1,1,0,1.13
KMT-2019-BLG-1715L,1,1,0,
Kepler-1643,1,1,0,0.82
HD 62509,1,1,0,8.31
Kepler-630,1,1,0,1.41
Kepler-425,1,1,0,0.67
Kepler-1317,1,1,0,0.76
GJ 411,1,2,0,0.39
OGLE-2018-BLG-1367L,1,1,0,
Kepler-301,1,3,0,0.86
Kepler-116,1,2,0,1.37
OGLE-2018-BLG-0516L,1,1,0,
HD 116029,2,2,0,4.89
Kepler-1198,1,1,0,0.97
nu Oph,1,2,0,
Kepler-1651,2,1,0,0.27
OGLE-2019-BLG-0468L,1,2,0,
Kepler-1830,1,1,0,2.05
HD 92788,1,2,0,1.11
Kepler-1319,2,1,0,0.27
HD 147379,2,1,0,0.65
HATS-28,1,1,0,0.95
Kepler-648,1,1,0,0.95
Kepler-530,2,1,0,
Kepler-278,1,2,0,2.83
DMPP-4,1,1,0,
Kepler-769,1,2,0,0.9
Kepler-1498,1,1,0,
Kepler-1433,1,1,0,1.04
Kepler-886,1,1,0,1.07
HD 63454,1,1,0,
Kepler-371,1,2,0,0.84
HD 110067,3,6,0,
Kepler-822,1,1,0,0.98
Kepler-903,1,2,0,0.97
Kepler-27,1,3,0,0.92
Kepler-1485,1,1,0,1.28
Kepler-1964,1,1,0,0.71
Kepler-524,1,2,0,1.68
OGLE-2015-BLG-0966L,1,1,0,
Kepler-1159,1,1,0,1.39
Kepler-164,1,4,0,1.03
KMT-2021-BLG-2478L,1,1,0,
MOA-2011-BLG-322L,1,1,0,
Kepler-49,1,4,0,0.53
HATS-1,1,1,0,0.99
Kepler-16,2,1,1,
WASP-98,2,1,0,0.74
LTT 1445,3,2,0,0.28
HATS-1,1,1,0,1.04
TOI-238,1,2,0,0.77
WASP-98,2,1,0,0.74
TOI-954,1,1,0,1.93
WASP-98,2,1,0,
Kepler-938,1,1,0,0.89
HD 20794,1,4,0,
HD 20794,1,4,0,
eps Ind,3,1,0,0.72
TOI-1062,1,2,0,0.84
TOI-1685,1,1,0,0.46
HD 189733,2,1,0,0.68
HD 20794,1,4,0,
HIP 8152,1,2,0,0.93
eps Ind,3,1,0,
TOI-757,1,1,0,0.76
eps Ind,3,1,0,0.68
HD 77946,1,1,0,1.33
HD 113538,1,2,0,0.77
HD 18015,1,1,0,
Kepler-137,1,2,0,0.86
Kepler-272,1,3,0,0.83
OGLE-2008-BLG-092L,2,1,0,
HD 96063,1,1,0,3.33
Kepler-1391,1,1,0,1.6
HD 219134,1,6,0,0.75
Kepler-9,1,3,0,1.01
HAT-P-3,2,1,0,0.82
GJ 436,1,1,0,
Kepler-1658,1,1,0,2.6
HAT-P-5,1,1,0,
XO-3,1,1,0,1.54
HD 39091,1,3,0,1.15
Kepler-309,1,2,0,0.77
Kepler-1258,1,1,0,1.66
Kepler-412,1,1,0,1.33
Kepler-614,1,1,0,0.79
Kepler-65,1,4,0,
MOA-2008-BLG-310L,1,1,0,
HD 32518,1,1,0,
Kepler-633,1,2,0,1.55
Kepler-1285,1,1,0,1.05
KMT-2018-BLG-1990L,1,1,0,
alf Tau,2,1,0,
Kepler-498,1,1,0,1.28
Kepler-1006,1,1,0,1.18
Kepler-1992,1,1,0,0.95
Kepler-365,1,2,0,1.02
KMT-2021-BLG-0119L,1,1,0,
Kepler-691,1,1,0,0.52
KMT-2022-BLG-0440L,1,1,0,
Kepler-670,1,1,0,0.96
Kepler-1256,1,1,0,1.3
HD 231701,1,1,0,1.42
HIP 86057,2,1,0,0.46
Kepler-128,1,2,0,1.55
WASP-54,2,1,0,1.76
TOI-1801,2,1,0,0.55
HAT-P-8,3,1,0,0.74
WASP-29,1,1,0,0.64
KMT-2019-BLG-0253L,1,1,0,
OGLE-2018-BLG-0532L,1,1,0,
OGLE-2017-BLG-1434L,1,1,0,
MOA-2016-BLG-227L,1,1,0,
OGLE-2016-BLG-1195L,1,1,0,
Kepler-231,1,2,0,0.61
Kepler-397,1,2,0,0.68
Kepler-1048,1,1,0,0.52
Kepler-813,1,1,0,0.94
Kepler-633,1,2,0,
HR 858,2,3,0,1.28
HD 82943,1,2,0,1.16
Kepler-365,1,2,0,1.03
KMT-2021-BLG-1391L,1,1,0,
Kepler-985,1,1,0,0.96
Kepler-1031,1,1,0,0.99
Kepler-1107,1,1,0,0.86
HD 7924,1,3,0,
Kepler-1140,1,1,0,0.89
Kepler-1669,1,3,0,
Kepler-668,1,1,0,0.76
Kepler-365,1,2,0,
Kepler-1172,1,1,0,
KOI-984,1,2,0,0.81
Kepler-921,1,1,0,0.93
HD 4208,1,1,0,
HD 70573,1,1,0,
Kepler-261,1,2,0,0.77
Kepler-386,1,2,0,0.75
Kepler-1766,1,1,0,1.05
Kepler-1570,1,1,0,1.72
Kepler-1108,1,1,0,0.92
Kepler-284,1,2,0,0.77
Kepler-235,1,4,0,0.56
Kepler-1195,1,1,0,0.83
Kepler-1006,1,1,0,1.18
XO-1,1,1,0,0.94
Kepler-897,1,1,0,0.85
NGC 2682 YBP 1514,1,1,0,
Kepler-1373,1,1,0,2.02
Kepler-588,1,1,0,0.98
Kepler-1412,1,1,0,1.0
OGLE-2012-BLG-0950L,1,1,0,
HD 224538,1,1,0,
WASP-29,1,1,0,0.81
OGLE-2012-BLG-0026L,1,2,0,
Kepler-1190,1,1,0,0.65
TrES-2,2,1,0,0.97
GJ 411,1,2,0,0.37
HATS-17,1,1,0,1.32
Kepler-1529,1,1,0,0.76
Kepler-1594,1,1,0,0.97
HD 43691,3,1,0,
Kepler-105,1,2,0,0.89
HD 207832,3,2,0,0.9
WASP-48,1,1,0,1.75
KMT-2019-BLG-0414L,1,1,0,
Kepler-114,1,3,0,0.54
Kepler-48,1,5,0,
Kepler-210,1,2,0,0.53
HAT-P-28,1,1,0,1.05
WASP-123,2,1,0,1.28
HAT-P-23,1,1,0,1.15
WASP-45,2,1,0,0.87
2MASS J0249-0557,2,1,1,
WASP-17,1,1,0,1.38
TOI-201,1,1,0,1.43
Kepler-422,1,1,0,1.24
HIP 57274,1,3,0,
HD 111232,1,2,0,
HD 40307,1,5,0,
Kepler-244,1,3,0,0.8
Kepler-132,2,4,0,1.41
Kepler-56,1,3,0,4.23
Kepler-633,1,2,0,1.26
AF Lep,1,1,0,1.22
Kepler-938,1,1,0,0.79
GJ 876,1,4,0,
HD 142,2,3,0,
HD 164604,1,1,0,0.72
HD 142,2,3,0,1.35
HD 164604,1,1,0,
HD 142,2,3,0,
HD 142,2,3,0,1.47
BD-17 63,1,1,0,0.72
HD 142,2,3,0,
HD 175167,1,1,0,
HD 142,2,3,0,1.46
HD 142,2,3,0,
TOI-2384,1,1,0,0.67
HD 175167,1,1,0,
TOI-2384,1,1,0,0.67
HD 142,2,3,0,
HD 175167,1,1,0,
HD 81040,1,1,0,
HD 142,2,3,0,
HD 111232,1,2,0,
HD 142,2,3,0,1.4
HD 111232,1,2,0,
HR 810,1,1,0,
HD 111232,1,2,0,0.88
HD 81040,1,1,0,0.93
HD 175167,1,1,0,
HR 810,1,1,0,
HD 81040,1,1,0,
HR 810,1,1,0,
TOI-2379,1,1,0,0.64
GJ 876,1,4,0,
HR 810,1,1,0,
HD 142,2,3,0,
HD 175167,1,1,0,1.84
HD 81040,1,1,0,
HD 132406,1,1,0,1.34
GJ 876,1,4,0,
HD 111232,1,2,0,
HD 164604,1,1,0,0.77
HD 142,2,3,0,
TOI-2379,1,1,0,0.62
HD 142,2,3,0,
Kepler-1292,1,1,0,0.93
Kepler-1405,1,1,0,1.0
OGLE-2019-BLG-1470L,2,1,1,
Kepler-654,1,1,0,1.66
KMT-2016-BLG-1105L,1,1,0,
Kepler-592,1,1,0,1.19
Kepler-267,1,3,0,0.47
HAT-P-15,1,1,0,0.9
HD 260655,1,2,0,
WASP-22,1,1,0,1.22
Kepler-1895,1,1,0,0.78
Kepler-33,1,5,0,1.82
Kepler-440,1,1,0,0.66
Kepler-132,2,4,0,1.04
Kepler-1138,1,1,0,0.73
Kepler-636,2,1,0,
KMT-2021-BLG-1689L,1,1,0,
WASP-34,1,1,0,1.11
Kepler-888,1,1,0,1.1
Kepler-965,1,1,0,1.15
HD 12661,1,2,0,
Kepler-1006,1,1,0,1.21
OGLE-2019-BLG-0468L,1,2,0,
Kepler-180,1,2,0,0.98
Kepler-203,1,3,0,0.88
Kepler-549,1,3,0,0.86
Kepler-519,2,1,0,1.42
Kepler-422,1,1,0,1.11
Kepler-51,1,3,0,0.97
HAT-P-23,1,1,0,
HAT-P-24,2,1,0,
KOI-94,2,4,0,1.33
KPS-1,1,1,0,0.9
WASP-35,1,1,0,1.09
Kepler-7,1,1,0,1.97
Kepler-111,1,2,0,1.2
GJ 436,1,1,0,0.45
Kepler-289,1,3,0,1.67
Kepler-111,1,2,0,1.15
HD 5608,2,1,0,5.43
PH2,1,1,0,1.12
TOI-776,1,2,0,
HD 120084,1,1,0,9.85
HD 21520,1,1,0,1.04
Kepler-553,1,2,0,0.9
Kepler-553,1,2,0,0.9
Kepler-289,1,3,0,1.11
HD 21520,1,1,0,1.04
HIP 67851,1,2,0,5.92
Kepler-553,1,2,0,0.83
TOI-776,1,2,0,0.53
Kepler-111,1,2,0,1.16
7 CMa,1,2,0,
Kepler-111,1,2,0,1.15
HD 21520,1,1,0,1.04
Kepler-553,1,2,0,0.85
Kepler-289,1,3,0,1.13
HIP 67851,1,2,0,
Kepler-553,1,2,0,0.9
HD 5608,2,1,0,
TOI-776,1,2,0,0.54
HD 29399,1,1,0,4.63
Kepler-111,1,2,0,0.9
Kepler-553,1,2,0,1.08
Kepler-289,1,3,0,
HD 5608,2,1,0,
Kepler-553,1,2,0,1.01
HIP 67851,1,2,0,5.95
PH2,1,1,0,0.93
PH2,1,1,0,0.91
HIP 67851,1,2,0,5.92
Kepler-289,1,3,0,1.6
HD 120084,1,1,0,9.13
Kepler-111,1,2,0,1.16
Kepler-553,1,2,0,1.01
7 CMa,1,2,0,
HD 120084,1,1,0,9.12
HD 33844,1,2,0,
HD 5608,2,1,0,
Kepler-111,1,2,0,1.16
HD 5608,2,1,0,5.36
HIP 67851,1,2,0,
HIP 67851,1,2,0,
PH2,1,1,0,1.17
HIP 67851,1,2,0,6.01
Kepler-553,1,2,0,0.87
Kepler-553,1,2,0,0.85
Kepler-849,1,1,0,1.65
PH2,1,1,0,0.95
7 CMa,1,2,0,
Kepler-111,1,2,0,1.24
HD 120084,1,1,0,9.81
HD 33844,1,2,0,5.39
HD 33844,1,2,0,5.29
Kepler-111,1,2,0,1.15
7 CMa,1,2,0,
7 CMa,1,2,0,5.01
Kepler-849,1,1,0,1.64
Kepler-849,1,1,0,1.65
Kepler-289,1,3,0,1.61
Kepler-849,1,1,0,1.89
Kepler-111,1,2,0,1.15
GJ 649,1,1,0,
Kepler-1805,1,1,0,0.46
Kepler-633,1,2,0,1.55
Kepler-1868,1,1,0,0.75
Kepler-582,1,1,0,0.75
Kepler-1009,1,1,0,0.69
KMT-2021-BLG-1253L,1,1,0,
Kepler-1068,1,1,0,0.95
Kepler-755,2,2,0,
HD 117618,1,1,0,
Kepler-465,1,1,0,1.21
Kepler-1042,1,1,0,0.51
Kepler-307,1,2,0,0.93
Kepler-1802,1,2,0,0.61
Kepler-157,1,3,0,0.9
HD 44219,1,1,0,
Kepler-11,1,6,0,1.06
alf Tau,2,1,0,
GJ 411,1,2,0,0.4
Kepler-1181,1,2,0,1.32
Kepler-1721,1,1,0,0.8
Kepler-1031,1,1,0,0.97
MOA-2019-BLG-008L,1,1,0,
MOA-2019-BLG-008L,1,1,0,
OGLE-2018-BLG-0799L,1,1,0,
Kepler-156,1,2,0,0.76
HD 126614,3,1,0,
Kepler-379,1,2,0,1.14
TOI-1899,1,1,0,0.61
HD 62509,1,1,0,
HD 117618,1,1,0,
HD 197037,2,1,0,
TOI-4559,1,1,0,0.43
KOI-2513,1,1,0,1.04
Kepler-367,1,2,0,0.72
Kepler-1676,1,1,0,1.0
WASP-1,2,1,0,1.52
KMT-2019-BLG-1216L,1,1,0,
OGLE-2016-BLG-0613L,2,1,1,
GJ 96,1,1,0,
WASP-38,1,1,0,1.52
Kepler-579,1,1,0,0.84
Kepler-632,1,1,0,0.85
Kepler-223,1,4,0,1.03
Kepler-1653,1,1,0,
HD 92788,1,2,0,
WASP-21,1,1,0,1.35
WASP-13,1,1,0,1.56
Kepler-949,1,2,0,0.9
Kepler-789,1,1,0,1.73
Kepler-1191,1,1,0,0.91
Kepler-1674,1,1,0,0.82
WASP-82,1,1,0,2.18
HAT-P-31,1,1,0,1.36
Kepler-289,1,3,0,1.16
Kepler-111,1,2,0,1.16
HIP 67851,1,2,0,5.87
HD 29399,1,1,0,4.5
Kepler-289,1,3,0,1.64
Kepler-849,1,1,0,1.83
Kepler-553,1,2,0,0.95
PH2,1,1,0,1.0
Kepler-289,1,3,0,1.01
Kepler-849,1,1,0,1.22
Kepler-289,1,3,0,1.6
Kepler-111,1,2,0,1.15
Kepler-553,1,2,0,0.9
Kepler-553,1,2,0,
Kepler-111,1,2,0,1.15
PH2,1,1,0,1.0
7 CMa,1,2,0,4.91
PH2,1,1,0,1.12
HD 5608,2,1,0,
PH2,1,1,0,
7 CMa,1,2,0,
HD 120084,1,1,0,
Kepler-849,1,1,0,1.65
Kepler-849,1,1,0,1.89
Kepler-289,1,3,0,1.67
Kepler-553,1,2,0,0.9
Kepler-289,1,3,0,1.0
Kepler-111,1,2,0,1.18
TOI-776,1,2,0,0.53
HD 120084,1,1,0,10.37
Kepler-289,1,3,0,1.6
Kepler-111,1,2,0,
Kepler-849,1,1,0,1.73
Kepler-553,1,2,0,0.83
HD 5608,2,1,0,5.5
PH2,1,1,0,1.12
7 CMa,1,2,0,5.2
Kepler-289,1,3,0,1.06
Kepler-553,1,2,0,
Kepler-289,1,3,0,1.64
Kepler-111,1,2,0,1.24
Kepler-111,1,2,0,1.16
WASP-73,1,1,0,2.22
HAT-P-27,2,1,0,
WASP-56,2,1,0,
UKIRT-2017-BLG-001L,1,1,0,
GJ 273,1,2,0,
KMT-2018-BLG-1990L,1,1,0,
KMT-2021-BLG-0240L,1,1,0,
Kepler-515,2,1,0,1.0
KMT-2017-BLG-1038L,1,1,0,
GJ 411,1,2,0,
Kepler-444,3,5,0,
OGLE-2012-BLG-0950L,1,1,0,
KMT-2021-BLG-0320L,1,1,0,
Kepler-132,2,4,0,1.04
KMT-2021-BLG-0171L,1,1,0,
GJ 411,1,2,0,
KMT-2016-BLG-1836L,1,1,0,
Kepler-397,1,2,0,0.76
Kepler-636,2,1,0,0.82
alf Cen,3,1,0,
Kepler-477,2,1,0,0.79
KMT-2019-BLG-0297L,1,1,0,
91 Aqr,3,1,0,
GJ 411,1,2,0,
KOI-984,1,2,0,
alf Cen,3,1,0,
Kepler-46,1,3,0,0.93
Kepler-83,2,3,0,0.52
Kepler-1653,1,1,0,0.7
HD 28678,1,1,0,6.86
Kepler-883,1,1,0,1.28
Kepler-1082,1,1,0,1.28
Kepler-1538,1,1,0,1.1
CoRoT-12,1,1,0,1.04
Kepler-1099,1,1,0,1.13
Kepler-362,1,2,0,1.28
Kepler-1529,1,1,0,1.07
OGLE-2016-BLG-1195L,1,1,0,
KMT-2021-BLG-1689L,1,1,0,
2MASS J01033563-5515561,2,1,1,
MOA-bin-29,1,1,0,
Kepler-20,2,6,0,0.93
TOI-4527,1,1,0,0.49
Kepler-655,1,1,0,1.05
K2-2016-BLG-0005L,1,1,0,
Kepler-138,1,4,0,0.5
Kepler-138,1,4,0,0.5
Kepler-515,2,1,0,1.0
HAT-P-50,1,1,0,1.7
HAT-P-15,1,1,0,
Kepler-1079,1,1,0,1.39
Kepler-985,1,1,0,1.0
Kepler-262,1,2,0,0.85
KMT-2019-BLG-0253L,1,1,0,
TOI-771,1,1,0,0.24
Kepler-130,2,3,0,1.13
GJ 273,1,2,0,0.33
Kepler-174,1,3,0,0.77
Kepler-632,1,1,0,0.92
Kepler-14,2,1,0,
OGLE-2018-BLG-0677L,1,1,0,
HD 148427,1,1,0,
WASP-114,2,1,0,1.41
Kepler-7,1,1,0,1.78
Kepler-1729,1,1,0,0.47
Kepler-132,2,4,0,
HD 128311,1,2,0,0.76
HAT-P-14,2,1,0,
KMT-2021-BLG-1372L,1,1,0,
Kepler-352,1,3,0,0.7
alf Ari,1,1,0,
Kepler-1063,2,1,0,0.88
MOA-2022-BLG-249L,1,1,0,
OGLE-2018-BLG-1367L,1,1,0,
TOI-481,1,1,0,1.73
Kepler-1063,2,1,0,
KMT-2021-BLG-0240L,1,1,0,
KMT-2018-BLG-1990L,1,1,0,
KMT-2019-BLG-0253L,1,1,0,
Kepler-308,1,2,0,0.89
Kepler-1902,1,1,0,0.53
Kepler-1815,1,1,0,0.94
Kepler-644,1,1,0,1.65
Kepler-357,1,3,0,0.79
HATS-45,1,1,0,1.25
KELT-4,3,1,0,1.61
WASP-29,1,1,0,0.81
WASP-68,2,1,0,0.4
Kepler-7,1,1,0,2.08
HATS-72,1,1,0,0.79
Kepler-538,2,1,0,0.87
TOI-1694,1,2,0,0.82
Kepler-52,1,3,0,0.56
Kepler-28,1,2,0,0.57
Kepler-38,2,1,1,
Kepler-135,1,2,0,
Kepler-868,1,1,0,0.87
Kepler-1433,1,1,0,0.99
KMT-2021-BLG-1372L,1,1,0,
Kepler-799,1,2,0,1.01
Kepler-1031,1,1,0,1.12
Kepler-56,1,3,0,4.23
Kepler-1130,2,3,0,
KMT-2016-BLG-2397L,1,1,0,
WASP-38,1,1,0,
Kepler-569,1,1,0,0.92
Kepler-764,1,1,0,0.85
MOA-2016-BLG-319L,1,1,0,
Kepler-1407,1,1,0,1.35
Kepler-371,1,2,0,1.31
Kepler-517,2,1,0,1.03
GJ 411,1,2,0,0.37
tau Cet,1,4,0,
WASP-119,1,1,0,1.14
KOI-94,2,4,0,
HR 5183,2,1,0,
TOI-1728,1,1,0,0.63
KELT-15,2,1,0,1.52
WASP-168,2,1,0,
Kepler-1598,1,1,0,1.09
WASP-42,1,1,0,0.86
Kepler-1829,1,1,0,0.74
Kepler-14,2,1,0,2.08
Kepler-962,1,1,0,0.7
Kepler-63,1,1,0,0.94
OGLE-2011-BLG-0173L,1,1,0,
WASP-169,1,1,0,2.21
MOA-2010-BLG-477L,1,1,0,
30 Ari,4,1,0,
GJ 1148,1,2,0,
HAT-P-20,1,1,0,
HD 134987,1,2,0,1.29
Kepler-262,1,2,0,0.88
Kepler-56,1,3,0,3.14
Kepler-1207,1,1,0,2.04
Kepler-14,2,1,0,2.05
HD 220842,2,1,0,
HD 19994,3,1,0,
HD 114783,1,2,0,
Kepler-365,1,2,0,1.03
HD 16417,2,1,0,
Kepler-270,1,2,0,1.3
OGLE-2012-BLG-0950L,1,1,0,
Kepler-132,2,4,0,1.03
Kepler-292,1,5,0,0.92
Kepler-633,1,2,0,1.44
Kepler-570,1,1,0,0.86
Kepler-1531,1,1,0,
WASP-17,1,1,0,1.57
WASP-54,2,1,0,
HAT-P-35,3,1,0,1.44
HAT-P-4,2,1,0,
Kepler-396,1,2,0,1.17
MASCARA-4,2,1,0,1.84
TOI-1259,2,1,0,0.77
HD 219134,1,6,0,
Kepler-715,1,1,0,0.95
HATS-16,1,1,0,1.19
Kepler-1612,1,1,0,0.87
Kepler-35,2,1,1,0.67
Kepler-42,1,3,0,0.68
OGLE-2016-BLG-0263L,1,1,0,
Kepler-633,1,2,0,1.55
OGLE-2018-BLG-0532L,1,1,0,
HD 41004,2,2,0,
Kepler-80,1,6,0,0.65
HD 181234,1,1,0,
Kepler-98,1,1,0,1.11
Kepler-693,2,1,0,
Kepler-1059,1,1,0,0.66
CoRoT-18,1,1,0,0.88
HD 103197,1,1,0,
HD 190360,2,2,0,
Kepler-1893,1,1,0,1.16
Kepler-14,2,1,0,2.0
MOA-2008-BLG-310L,1,1,0,
Kepler-636,2,1,0,0.8
OGLE-2015-BLG-0966L,1,1,0,
HU Aqr,2,2,1,
Kepler-1902,1,1,0,0.7
OGLE-2014-BLG-0319L,1,1,0,
OGLE-2018-BLG-0298L,1,1,0,
HD 85390,1,1,0,0.83
Kepler-358,1,2,0,0.89
Kepler-1927,1,1,0,1.0
Kepler-219,1,3,0,1.31
Kepler-920,1,2,0,0.88
Kepler-485,1,1,0,
HD 133131,2,3,0,
Kepler-872,1,1,0,0.83
Kepler-1676,1,1,0,1.64
MOA-2013-BLG-605L,1,1,0,
HAT-P-43,1,1,0,1.1
OGLE-2017-BLG-0448L,1,1,0,
Kepler-1200,1,1,0,0.77
Kepler-54,1,3,0,0.53
TOI-5076,2,1,0,
HD 284149,2,1,1,1.36
Kepler-132,2,4,0,1.04
KELT-24,2,1,0,1.34
HD 180902,2,1,0,4.16
HD 125390,1,1,0,
TOI-1130,1,2,0,0.74
TOI-1842,1,1,0,2.03
HAT-P-43,1,1,0,1.02
TOI-1130,1,2,0,0.69
HD 180902,2,1,0,
TOI-1130,1,2,0,0.74
L 168-9,1,1,0,0.68
OGLE-2017-BLG-0448L,1,1,0,
HAT-P-43,1,1,0,1.11
HD 183579,1,1,0,0.98
TIC 4672985,1,1,0,1.15
KELT-24,2,1,0,
OGLE-2017-BLG-0448L,1,1,0,
TOI-286,1,2,0,0.79
HD 183579,1,1,0,
HD 183579,1,1,0,
HAT-P-43,1,1,0,1.1
Kepler-1177,1,1,0,1.0
Kepler-743,2,1,0,
Kepler-435,1,1,0,2.46
HAT-P-14,2,1,0,1.66
Kepler-1362,1,1,0,0.72
HAT-P-14,2,1,0,1.43
Kepler-408,1,1,0,1.25
Kepler-1945,1,1,0,
WASP-37,1,1,0,1.06
Kepler-1214,1,1,0,0.93
Kepler-848,1,1,0,0.99
75 Cet,2,2,0,10.38
gam Leo,2,1,0,28.39
Kepler-245,1,4,0,0.82
HD 134606,1,5,0,
Kepler-477,2,1,0,
OGLE-2018-BLG-0740L,1,1,0,
WASP-52,1,1,0,0.86
KOI-94,2,4,0,1.24
HAT-P-27,2,1,0,0.86
HATS-35,1,1,0,1.35
KELT-8,1,1,0,1.46
WASP-31,1,1,0,1.25
Kepler-41,1,1,0,0.94
HATS-58,2,1,0,
Kepler-866,1,1,0,0.68
Kepler-59,1,2,0,0.94
OGLE-2017-BLG-1691L,1,1,0,
Kepler-477,2,1,0,0.7
Gl 49,2,1,0,0.51
OGLE-2012-BLG-0950L,1,1,0,
Kepler-1373,1,1,0,1.09
Kepler-317,1,2,0,0.86
HD 68402,1,1,0,
Kepler-858,1,1,0,0.94
WASP-38,1,1,0,0.73
KMT-2018-BLG-0247L,1,1,0,
Kepler-75,1,1,0,0.89
Kepler-667,1,1,0,1.05
GJ 411,1,2,0,
Kepler-351,1,3,0,
Kepler-198,1,3,0,0.71
Kepler-208,1,4,0,1.5
Kepler-307,1,2,0,1.04
MOA-2016-BLG-227L,1,1,0,
Kepler-521,1,1,0,1.81
HD 74156,1,2,0,
WASP-133,1,1,0,1.44
XO-5,1,1,0,1.13
HAT-P-15,1,1,0,0.9
WASP-145,2,1,0,0.7
HAT-P-59,1,1,0,1.1
WASP-38,1,1,0,
Kepler-193,1,2,0,1.14
TOI-1260,1,3,0,0.65
Kepler-1302,1,1,0,0.76
Kepler-1307,1,1,0,0.75
Kepler-380,1,2,0,1.27
OGLE-2013-BLG-0341L,2,1,0,
Kepler-1088,1,1,0,1.05
Kepler-1669,1,3,0,0.63
OGLE-2015-BLG-0966L,1,1,0,
Kepler-1122,1,1,0,0.81
OGLE-2019-BLG-0249L,1,1,0,
HD 75289,2,1,0,1.31
OGLE-2016-BLG-0613L,2,1,1,
Kepler-787,1,1,0,0.53
Kepler-365,1,2,0,1.03
Kepler-1679,1,1,0,0.9
Kepler-564,1,1,0,0.91
HAT-P-57,3,1,0,
OGLE-2005-BLG-071L,1,1,0,
Kepler-83,2,3,0,0.61
WASP-1,2,1,0,
OGLE-2013-BLG-1761L,1,1,0,
HD 156411,1,1,0,2.33
OGLE-2011-BLG-0173L,1,1,0,
OGLE-2018-BLG-1126L,1,1,0,
Kepler-263,1,2,0,0.73
Kepler-793,1,1,0,
HD 190007,1,1,0,
Kepler-636,2,1,0,0.65
HATS-51,1,1,0,1.23
HAT-P-36,1,1,0,1.1
Kepler-105,1,2,0,1.35
WASP-177,1,1,0,0.89
OGLE-2019-BLG-0249L,1,1,0,
OGLE-2016-BLG-1195L,1,1,0,
HD 39091,1,3,0,
KMT-2021-BLG-1898L,1,1,0,
Kepler-1763,1,1,0,1.02
Kepler-1310,1,1,0,0.73
WASP-10,1,1,0,
Kepler-248,1,2,0,0.83
Kepler-555,1,1,0,
Kepler-329,1,2,0,0.5
Kepler-169,1,5,0,1.86
BD-17 63,1,1,0,0.72
Kepler-315,1,2,0,1.04
OGLE-2017-BLG-0173L,1,1,0,
Kepler-683,1,1,0,1.04
Kepler-1998,1,1,0,0.95
Kepler-1042,1,1,0,
HD 81040,1,1,0,0.91
HD 142,2,3,0,
HD 111232,1,2,0,
HR 810,1,1,0,
HR 810,1,1,0,
HR 810,1,1,0,
GJ 876,1,4,0,
GJ 876,1,4,0,0.35
HR 810,1,1,0,1.13
GJ 876,1,4,0,0.37
HD 175167,1,1,0,
HD 81040,1,1,0,0.91
GJ 876,1,4,0,
HD 164604,1,1,0,
BD-17 63,1,1,0,0.74
BD-17 63,1,1,0,
HR 810,1,1,0,
HD 142,2,3,0,1.4
HD 111232,1,2,0,
HD 111232,1,2,0,
BD-17 63,1,1,0,
HD 164604,1,1,0,
HD 132406,1,1,0,1.36
HR 810,1,1,0,1.18
HD 164604,1,1,0,
HD 111232,1,2,0,0.95
HD 111232,1,2,0,
GJ 876,1,4,0,
HD 111232,1,2,0,
HD 81040,1,1,0,0.86
HD 111232,1,2,0,0.95
HD 164604,1,1,0,
HD 81040,1,1,0,
HD 142,2,3,0,
HD 81040,1,1,0,
